timestamp,event_type,source_ip,destination_ip,destination_port,protocol,packet_size,connection_type,response_time_ms,status_code,geo_location,zone_id,device_id,is_attack,attack_type,severity
2026-03-04T12:00:00.000Z,connection_attempt,45.156.200.100,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.001Z,connection_attempt,45.156.200.100,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.002Z,connection_attempt,45.156.200.100,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.003Z,connection_attempt,45.156.200.101,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.004Z,connection_attempt,45.156.200.101,172.16.3.11,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-002,true,syn_flood,critical
2026-03-04T12:00:00.005Z,connection_attempt,45.156.200.102,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.006Z,connection_attempt,45.156.200.102,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.007Z,connection_attempt,45.156.200.103,172.16.3.12,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-003,true,syn_flood,critical
2026-03-04T12:00:00.008Z,connection_attempt,45.156.200.103,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.009Z,connection_attempt,45.156.200.104,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.010Z,connection_attempt,45.156.200.104,172.16.3.11,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-002,true,syn_flood,critical
2026-03-04T12:00:00.011Z,connection_attempt,45.156.200.105,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.012Z,connection_attempt,45.156.200.105,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.013Z,connection_attempt,45.156.200.106,172.16.3.13,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-004,true,syn_flood,critical
2026-03-04T12:00:00.014Z,connection_attempt,45.156.200.106,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.015Z,connection_attempt,45.156.200.107,172.16.3.10,443,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.016Z,connection_attempt,45.156.200.107,172.16.3.11,443,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-002,true,syn_flood,critical
2026-03-04T12:00:00.017Z,connection_attempt,45.156.200.108,172.16.3.10,443,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.018Z,connection_attempt,45.156.200.108,172.16.3.10,443,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.019Z,connection_attempt,45.156.200.109,172.16.3.14,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-005,true,syn_flood,critical
2026-03-04T12:00:00.020Z,connection_attempt,45.156.200.109,172.16.3.10,22,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.100Z,connection_attempt,103.21.244.20,172.16.1.10,22,TCP,64,SYN,45,0,India,zone-nariman,SL-NARIMAN-001,false,none,none
2026-03-04T12:00:00.200Z,connection_attempt,45.156.201.100,172.16.3.10,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.201Z,connection_attempt,45.156.201.100,172.16.3.11,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-002,true,syn_flood,critical
2026-03-04T12:00:00.202Z,connection_attempt,45.156.201.101,172.16.3.10,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.203Z,connection_attempt,45.156.201.101,172.16.3.10,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.204Z,connection_attempt,45.156.201.102,172.16.3.15,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-006,true,syn_flood,critical
2026-03-04T12:00:00.205Z,connection_attempt,45.156.201.102,172.16.3.10,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
2026-03-04T12:00:00.206Z,connection_attempt,45.156.201.103,172.16.3.11,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-002,true,syn_flood,critical
2026-03-04T12:00:00.207Z,connection_attempt,45.156.201.103,172.16.3.10,80,TCP,64,SYN,0,0,China,zone-airport,SL-AIRPORT-001,true,syn_flood,critical
