timestamp,event_type,source_ip,destination_ip,destination_port,protocol,packet_size,connection_type,response_time_ms,status_code,geo_location,zone_id,device_id,is_attack,attack_type,severity
2026-03-04T17:00:00.000Z,http_request,103.31.50.10,172.16.1.10,80,HTTPS,378,ACK,83,200,Singapore,zone-nariman,SL-NARIMAN-001,false,none,none
2026-03-04T17:00:00.150Z,http_request,103.31.50.11,172.16.2.11,443,HTTPS,942,ACK,125,200,Singapore,zone-bkc,SL-BKC-002,false,none,none
2026-03-04T17:00:00.300Z,http_request,103.31.50.12,172.16.3.12,80,HTTPS,1480,ACK,94,200,UAE,zone-airport,SL-AIRPORT-003,false,none,none
2026-03-04T17:00:00.450Z,http_request,103.31.50.13,172.16.4.13,80,HTTPS,303,ACK,136,200,Singapore,zone-andheri,SL-ANDHERI-004,false,none,none
2026-03-04T17:00:00.600Z,http_request,103.31.50.14,172.16.5.14,80,HTTPS,1183,ACK,78,200,Singapore,zone-powai,SL-POWAI-005,false,none,none
2026-03-04T17:00:00.750Z,http_request,103.31.50.15,172.16.6.15,443,HTTPS,555,ACK,108,200,Singapore,zone-bandra,SL-BANDRA-006,false,none,none
2026-03-04T17:00:00.900Z,http_request,103.31.50.16,172.16.7.16,443,HTTPS,968,ACK,121,200,Singapore,zone-jnpt,SL-JNPT-007,false,none,none
2026-03-04T17:00:01.050Z,http_request,103.31.50.17,172.16.1.17,443,HTTP,692,ACK,123,200,Singapore,zone-nariman,SL-NARIMAN-008,false,none,none
2026-03-04T17:00:01.200Z,http_request,103.31.50.18,172.16.2.18,443,HTTP,1465,ACK,108,200,UAE,zone-bkc,SL-BKC-009,false,none,none
2026-03-04T17:00:01.350Z,http_request,103.31.50.19,172.16.3.19,80,HTTPS,887,ACK,96,200,UAE,zone-airport,SL-AIRPORT-010,false,none,none
2026-03-04T17:00:01.500Z,http_request,103.31.50.20,172.16.4.20,443,HTTPS,1204,ACK,126,200,Singapore,zone-andheri,SL-ANDHERI-011,false,none,none
2026-03-04T17:00:01.650Z,http_request,103.31.50.21,172.16.5.21,80,HTTPS,647,ACK,154,200,India,zone-powai,SL-POWAI-012,false,none,none
2026-03-04T17:00:01.800Z,http_request,103.31.50.22,172.16.6.22,443,HTTPS,491,ACK,100,200,Singapore,zone-bandra,SL-BANDRA-013,false,none,none
2026-03-04T17:00:01.950Z,http_request,103.31.50.23,172.16.7.23,443,HTTP,707,ACK,88,200,India,zone-jnpt,SL-JNPT-014,false,none,none
2026-03-04T17:00:02.100Z,http_request,103.31.50.24,172.16.1.24,80,HTTP,1273,ACK,148,200,India,zone-nariman,SL-NARIMAN-015,false,none,none
2026-03-04T17:00:02.250Z,http_request,103.31.50.25,172.16.2.25,443,HTTPS,1478,ACK,94,200,Singapore,zone-bkc,SL-BKC-016,false,none,none
2026-03-04T17:00:02.400Z,http_request,103.31.50.26,172.16.3.26,443,HTTPS,1118,ACK,101,200,India,zone-airport,SL-AIRPORT-017,false,none,none
2026-03-04T17:00:02.550Z,http_request,103.31.50.27,172.16.4.27,80,HTTP,1170,ACK,98,200,India,zone-andheri,SL-ANDHERI-018,false,none,none
2026-03-04T17:00:02.700Z,http_request,103.31.50.28,172.16.5.28,443,HTTP,1441,ACK,101,200,India,zone-powai,SL-POWAI-019,false,none,none
2026-03-04T17:00:02.850Z,http_request,103.31.50.29,172.16.6.29,443,HTTP,1251,ACK,155,200,Singapore,zone-bandra,SL-BANDRA-020,false,none,none
2026-03-04T17:00:03.000Z,http_request,51.80.150.30,172.16.1.10,443,HTTPS,180,PARTIAL_HEADER,5478,408,Romania,zone-nariman,SL-NARIMAN-001,true,slowloris,critical
2026-03-04T17:00:03.150Z,http_request,51.81.151.31,172.16.2.11,80,HTTPS,173,PARTIAL_HEADER,4586,504,Russia,zone-bkc,SL-BKC-002,true,slowloris,critical
2026-03-04T17:00:03.300Z,http_request,51.82.152.32,172.16.3.12,80,HTTPS,100,PARTIAL_HEADER,3149,429,Brazil,zone-airport,SL-AIRPORT-003,true,slowloris,high
2026-03-04T17:00:03.450Z,connection_attempt,51.83.153.33,172.16.4.13,80,HTTP,99,PARTIAL_HEADER,5324,504,Russia,zone-andheri,SL-ANDHERI-004,true,slowloris,critical
2026-03-04T17:00:03.600Z,connection_attempt,51.84.154.34,172.16.5.14,443,HTTPS,124,PARTIAL_HEADER,2652,429,China,zone-powai,SL-POWAI-005,true,slowloris,high
2026-03-04T17:00:03.750Z,http_request,51.85.155.35,172.16.6.15,443,HTTP,187,PARTIAL_HEADER,2594,429,China,zone-bandra,SL-BANDRA-006,true,slowloris,high
2026-03-04T17:00:03.900Z,http_request,51.86.156.36,172.16.7.16,443,HTTPS,177,KEEP_ALIVE,3781,429,Russia,zone-jnpt,SL-JNPT-007,true,slowloris,critical
2026-03-04T17:00:04.050Z,http_request,51.87.157.37,172.16.1.17,443,HTTP,139,PARTIAL_HEADER,3135,504,Romania,zone-nariman,SL-NARIMAN-008,true,slowloris,high
2026-03-04T17:00:04.200Z,http_request,51.88.158.38,172.16.2.18,80,HTTP,140,KEEP_ALIVE,2252,408,Romania,zone-bkc,SL-BKC-009,true,slowloris,high
2026-03-04T17:00:04.350Z,http_request,51.89.159.39,172.16.3.19,80,HTTP,106,PARTIAL_HEADER,2011,429,Russia,zone-airport,SL-AIRPORT-010,true,slowloris,high
2026-03-04T17:00:04.500Z,http_request,51.90.160.40,172.16.4.20,443,HTTPS,111,PARTIAL_HEADER,4624,429,China,zone-andheri,SL-ANDHERI-011,true,slowloris,critical
2026-03-04T17:00:04.650Z,connection_attempt,51.91.161.41,172.16.5.21,80,HTTPS,97,KEEP_ALIVE,4752,504,China,zone-powai,SL-POWAI-012,true,slowloris,critical
2026-03-04T17:00:04.800Z,connection_attempt,51.92.162.42,172.16.6.22,80,HTTP,199,KEEP_ALIVE,1154,408,Russia,zone-bandra,SL-BANDRA-013,true,slowloris,high
2026-03-04T17:00:04.950Z,connection_attempt,51.93.163.43,172.16.7.23,80,HTTPS,219,PARTIAL_HEADER,4779,429,Russia,zone-jnpt,SL-JNPT-014,true,slowloris,critical
2026-03-04T17:00:05.100Z,connection_attempt,51.94.164.44,172.16.1.24,80,HTTPS,67,KEEP_ALIVE,5863,429,Vietnam,zone-nariman,SL-NARIMAN-015,true,slowloris,critical
2026-03-04T17:00:05.250Z,http_request,51.95.165.45,172.16.2.25,80,HTTP,191,KEEP_ALIVE,3974,408,Brazil,zone-bkc,SL-BKC-016,true,slowloris,critical
2026-03-04T17:00:05.400Z,connection_attempt,51.96.166.46,172.16.3.26,80,HTTPS,176,PARTIAL_HEADER,5818,504,Brazil,zone-airport,SL-AIRPORT-017,true,slowloris,critical
2026-03-04T17:00:05.550Z,http_request,51.97.167.47,172.16.4.27,80,HTTPS,165,KEEP_ALIVE,1464,429,Brazil,zone-andheri,SL-ANDHERI-018,true,slowloris,high
2026-03-04T17:00:05.700Z,connection_attempt,51.98.168.48,172.16.5.28,443,HTTP,173,PARTIAL_HEADER,4666,504,Vietnam,zone-powai,SL-POWAI-019,true,slowloris,critical
2026-03-04T17:00:05.850Z,http_request,51.99.169.49,172.16.6.29,443,HTTPS,122,KEEP_ALIVE,4860,408,Brazil,zone-bandra,SL-BANDRA-020,true,slowloris,critical
2026-03-04T17:00:06.000Z,connection_attempt,51.100.170.50,172.16.7.30,443,HTTPS,126,KEEP_ALIVE,4592,429,Brazil,zone-jnpt,SL-JNPT-021,true,slowloris,critical
2026-03-04T17:00:06.150Z,http_request,51.101.171.51,172.16.1.31,80,HTTPS,106,PARTIAL_HEADER,2389,429,Vietnam,zone-nariman,SL-NARIMAN-022,true,slowloris,high
2026-03-04T17:00:06.300Z,connection_attempt,51.102.172.52,172.16.2.32,80,HTTP,101,PARTIAL_HEADER,3163,429,Vietnam,zone-bkc,SL-BKC-023,true,slowloris,high
2026-03-04T17:00:06.450Z,http_request,51.103.173.53,172.16.3.33,443,HTTPS,44,KEEP_ALIVE,2868,429,Russia,zone-airport,SL-AIRPORT-024,true,slowloris,high
2026-03-04T17:00:06.600Z,connection_attempt,51.104.174.54,172.16.4.34,443,HTTPS,161,PARTIAL_HEADER,4212,429,Vietnam,zone-andheri,SL-ANDHERI-025,true,slowloris,critical
2026-03-04T17:00:06.750Z,http_request,51.105.175.55,172.16.5.10,443,HTTPS,118,PARTIAL_HEADER,3609,408,China,zone-powai,SL-POWAI-026,true,slowloris,critical
2026-03-04T17:00:06.900Z,http_request,51.106.176.56,172.16.6.11,80,HTTP,89,KEEP_ALIVE,2477,504,Romania,zone-bandra,SL-BANDRA-027,true,slowloris,high
2026-03-04T17:00:07.050Z,http_request,51.107.177.57,172.16.7.12,80,HTTP,115,KEEP_ALIVE,3165,429,Russia,zone-jnpt,SL-JNPT-028,true,slowloris,high
2026-03-04T17:00:07.200Z,connection_attempt,51.108.178.58,172.16.1.13,80,HTTPS,51,KEEP_ALIVE,3376,504,Brazil,zone-nariman,SL-NARIMAN-029,true,slowloris,high
2026-03-04T17:00:07.350Z,http_request,51.109.179.59,172.16.2.14,80,HTTP,186,PARTIAL_HEADER,1934,429,Romania,zone-bkc,SL-BKC-030,true,slowloris,high
2026-03-04T17:00:07.500Z,http_request,51.110.180.60,172.16.3.15,80,HTTP,104,PARTIAL_HEADER,4508,408,China,zone-airport,SL-AIRPORT-001,true,slowloris,critical
2026-03-04T17:00:07.650Z,http_request,51.111.181.61,172.16.4.16,80,HTTP,78,KEEP_ALIVE,4182,504,Brazil,zone-andheri,SL-ANDHERI-002,true,slowloris,critical
2026-03-04T17:00:07.800Z,connection_attempt,51.112.182.62,172.16.5.17,80,HTTPS,195,KEEP_ALIVE,1597,504,Romania,zone-powai,SL-POWAI-003,true,slowloris,high
2026-03-04T17:00:07.950Z,http_request,51.113.183.63,172.16.6.18,443,HTTPS,118,KEEP_ALIVE,4590,504,China,zone-bandra,SL-BANDRA-004,true,slowloris,critical
2026-03-04T17:00:08.100Z,connection_attempt,51.114.184.64,172.16.7.19,443,HTTP,80,KEEP_ALIVE,2602,408,Vietnam,zone-jnpt,SL-JNPT-005,true,slowloris,high
2026-03-04T17:00:08.250Z,connection_attempt,51.115.185.65,172.16.1.20,80,HTTPS,155,PARTIAL_HEADER,1514,429,China,zone-nariman,SL-NARIMAN-006,true,slowloris,high
2026-03-04T17:00:08.400Z,http_request,51.116.186.66,172.16.2.21,443,HTTPS,58,KEEP_ALIVE,2796,429,Vietnam,zone-bkc,SL-BKC-007,true,slowloris,high
2026-03-04T17:00:08.550Z,http_request,51.117.187.67,172.16.3.22,80,HTTP,205,KEEP_ALIVE,2520,429,Russia,zone-airport,SL-AIRPORT-008,true,slowloris,high
2026-03-04T17:00:08.700Z,connection_attempt,51.118.188.68,172.16.4.23,80,HTTPS,192,PARTIAL_HEADER,1484,429,China,zone-andheri,SL-ANDHERI-009,true,slowloris,high
2026-03-04T17:00:08.850Z,http_request,51.119.189.69,172.16.5.24,443,HTTPS,168,PARTIAL_HEADER,4739,429,China,zone-powai,SL-POWAI-010,true,slowloris,critical
2026-03-04T17:00:09.000Z,connection_attempt,51.80.190.70,172.16.6.25,443,HTTPS,194,PARTIAL_HEADER,5799,408,China,zone-bandra,SL-BANDRA-011,true,slowloris,critical
2026-03-04T17:00:09.150Z,connection_attempt,51.81.191.71,172.16.7.26,443,HTTP,84,PARTIAL_HEADER,2775,504,Romania,zone-jnpt,SL-JNPT-012,true,slowloris,high
